File,Sample,Family,Context
FG1-2_S2_Sat_CpG.txt,FG1-2_S2,Sat,CpG
FG1-2_S2_Sat_CHG.txt,FG1-2_S2,Sat,CHG
FG1-2_S2_Sat_CHH.txt,FG1-2_S2,Sat,CHH
FG2-1_S3_Gene_CpG.txt,FG2-1_S3,Gene,CpG
FG2-1_S3_Gene_CHG.txt,FG2-1_S3,Gene,CHG
FG2-1_S3_Gene_CHH.txt,FG2-1_S3,Gene,CHH
FG2-1_S3_Copia_CpG.txt,FG2-1_S3,Copia,CpG
FG2-1_S3_Copia_CHG.txt,FG2-1_S3,Copia,CHG
FG2-1_S3_Copia_CHH.txt,FG2-1_S3,Copia,CHH
FG2-1_S3_Gypsy_CpG.txt,FG2-1_S3,Gypsy,CpG
FG2-1_S3_Gypsy_CHG.txt,FG2-1_S3,Gypsy,CHG
FG2-1_S3_Gypsy_CHH.txt,FG2-1_S3,Gypsy,CHH
FG2-1_S3_TRIM_CpG.txt,FG2-1_S3,TRIM,CpG
FG2-1_S3_TRIM_CHG.txt,FG2-1_S3,TRIM,CHG
FG2-1_S3_TRIM_CHH.txt,FG2-1_S3,TRIM,CHH
FG2-1_S3_LTRun_CpG.txt,FG2-1_S3,LTRun,CpG
FG2-1_S3_LTRun_CHG.txt,FG2-1_S3,LTRun,CHG
FG2-1_S3_LTRun_CHH.txt,FG2-1_S3,LTRun,CHH
FG2-1_S3_CACTA_CpG.txt,FG2-1_S3,CACTA,CpG
FG2-1_S3_CACTA_CHG.txt,FG2-1_S3,CACTA,CHG
FG2-1_S3_CACTA_CHH.txt,FG2-1_S3,CACTA,CHH
FG2-1_S3_Mut_CpG.txt,FG2-1_S3,Mut,CpG
FG2-1_S3_Mut_CHG.txt,FG2-1_S3,Mut,CHG
FG2-1_S3_Mut_CHH.txt,FG2-1_S3,Mut,CHH
FG2-1_S3_PIF_CpG.txt,FG2-1_S3,PIF,CpG
FG2-1_S3_PIF_CHG.txt,FG2-1_S3,PIF,CHG
FG2-1_S3_PIF_CHH.txt,FG2-1_S3,PIF,CHH
FG2-1_S3_Tc1_CpG.txt,FG2-1_S3,Tc1,CpG
FG2-1_S3_Tc1_CHG.txt,FG2-1_S3,Tc1,CHG
FG2-1_S3_Tc1_CHH.txt,FG2-1_S3,Tc1,CHH
FG2-1_S3_hAT_CpG.txt,FG2-1_S3,hAT,CpG
FG2-1_S3_hAT_CHG.txt,FG2-1_S3,hAT,CHG
FG2-1_S3_hAT_CHH.txt,FG2-1_S3,hAT,CHH
FG2-1_S3_TIRun_CpG.txt,FG2-1_S3,TIRun,CpG
FG2-1_S3_TIRun_CHG.txt,FG2-1_S3,TIRun,CHG
FG2-1_S3_TIRun_CHH.txt,FG2-1_S3,TIRun,CHH
FG2-1_S3_Cen_CpG.txt,FG2-1_S3,Cen,CpG
FG2-1_S3_Cen_CHG.txt,FG2-1_S3,Cen,CHG
FG2-1_S3_Cen_CHH.txt,FG2-1_S3,Cen,CHH
FG2-1_S3_LINE_CpG.txt,FG2-1_S3,LINE,CpG
FG2-1_S3_LINE_CHG.txt,FG2-1_S3,LINE,CHG
FG2-1_S3_LINE_CHH.txt,FG2-1_S3,LINE,CHH
FG2-1_S3_SINE_CpG.txt,FG2-1_S3,SINE,CpG
FG2-1_S3_SINE_CHG.txt,FG2-1_S3,SINE,CHG
FG2-1_S3_SINE_CHH.txt,FG2-1_S3,SINE,CHH
FG2-1_S3_Nonun_CpG.txt,FG2-1_S3,Nonun,CpG
FG2-1_S3_Nonun_CHG.txt,FG2-1_S3,Nonun,CHG
FG2-1_S3_Nonun_CHH.txt,FG2-1_S3,Nonun,CHH
FG2-1_S3_HEL_CpG.txt,FG2-1_S3,HEL,CpG
FG2-1_S3_HEL_CHG.txt,FG2-1_S3,HEL,CHG
FG2-1_S3_HEL_CHH.txt,FG2-1_S3,HEL,CHH
FG2-1_S3_Rep_CpG.txt,FG2-1_S3,Rep,CpG
FG2-1_S3_Rep_CHG.txt,FG2-1_S3,Rep,CHG
FG2-1_S3_Rep_CHH.txt,FG2-1_S3,Rep,CHH
FG2-1_S3_Sat_CpG.txt,FG2-1_S3,Sat,CpG
FG2-1_S3_Sat_CHG.txt,FG2-1_S3,Sat,CHG
FG2-1_S3_Sat_CHH.txt,FG2-1_S3,Sat,CHH
FG2-2_S4_Gene_CpG.txt,FG2-2_S4,Gene,CpG
FG2-2_S4_Gene_CHG.txt,FG2-2_S4,Gene,CHG
FG2-2_S4_Gene_CHH.txt,FG2-2_S4,Gene,CHH
FG2-2_S4_Copia_CpG.txt,FG2-2_S4,Copia,CpG
FG2-2_S4_Copia_CHG.txt,FG2-2_S4,Copia,CHG
FG2-2_S4_Copia_CHH.txt,FG2-2_S4,Copia,CHH
FG2-2_S4_Gypsy_CpG.txt,FG2-2_S4,Gypsy,CpG
FG2-2_S4_Gypsy_CHG.txt,FG2-2_S4,Gypsy,CHG
FG2-2_S4_Gypsy_CHH.txt,FG2-2_S4,Gypsy,CHH
FG2-2_S4_TRIM_CpG.txt,FG2-2_S4,TRIM,CpG
FG2-2_S4_TRIM_CHG.txt,FG2-2_S4,TRIM,CHG
FG2-2_S4_TRIM_CHH.txt,FG2-2_S4,TRIM,CHH
FG2-2_S4_LTRun_CpG.txt,FG2-2_S4,LTRun,CpG
FG2-2_S4_LTRun_CHG.txt,FG2-2_S4,LTRun,CHG
FG2-2_S4_LTRun_CHH.txt,FG2-2_S4,LTRun,CHH
FG2-2_S4_CACTA_CpG.txt,FG2-2_S4,CACTA,CpG
FG2-2_S4_CACTA_CHG.txt,FG2-2_S4,CACTA,CHG
FG2-2_S4_CACTA_CHH.txt,FG2-2_S4,CACTA,CHH
FG2-2_S4_Mut_CpG.txt,FG2-2_S4,Mut,CpG
FG2-2_S4_Mut_CHG.txt,FG2-2_S4,Mut,CHG
FG2-2_S4_Mut_CHH.txt,FG2-2_S4,Mut,CHH
FG2-2_S4_PIF_CpG.txt,FG2-2_S4,PIF,CpG
FG2-2_S4_PIF_CHG.txt,FG2-2_S4,PIF,CHG
FG2-2_S4_PIF_CHH.txt,FG2-2_S4,PIF,CHH
FG2-2_S4_Tc1_CpG.txt,FG2-2_S4,Tc1,CpG
FG2-2_S4_Tc1_CHG.txt,FG2-2_S4,Tc1,CHG
FG2-2_S4_Tc1_CHH.txt,FG2-2_S4,Tc1,CHH
FG2-2_S4_hAT_CpG.txt,FG2-2_S4,hAT,CpG
FG2-2_S4_hAT_CHG.txt,FG2-2_S4,hAT,CHG
FG2-2_S4_hAT_CHH.txt,FG2-2_S4,hAT,CHH
FG2-2_S4_TIRun_CpG.txt,FG2-2_S4,TIRun,CpG
FG2-2_S4_TIRun_CHG.txt,FG2-2_S4,TIRun,CHG
FG2-2_S4_TIRun_CHH.txt,FG2-2_S4,TIRun,CHH
FG2-2_S4_Cen_CpG.txt,FG2-2_S4,Cen,CpG
FG2-2_S4_Cen_CHG.txt,FG2-2_S4,Cen,CHG
FG2-2_S4_Cen_CHH.txt,FG2-2_S4,Cen,CHH
FG2-2_S4_LINE_CpG.txt,FG2-2_S4,LINE,CpG
FG2-2_S4_LINE_CHG.txt,FG2-2_S4,LINE,CHG
FG2-2_S4_LINE_CHH.txt,FG2-2_S4,LINE,CHH
FG2-2_S4_SINE_CpG.txt,FG2-2_S4,SINE,CpG
FG2-2_S4_SINE_CHG.txt,FG2-2_S4,SINE,CHG
FG2-2_S4_SINE_CHH.txt,FG2-2_S4,SINE,CHH
FG2-2_S4_Nonun_CpG.txt,FG2-2_S4,Nonun,CpG
FG2-2_S4_Nonun_CHG.txt,FG2-2_S4,Nonun,CHG
FG2-2_S4_Nonun_CHH.txt,FG2-2_S4,Nonun,CHH
FG2-2_S4_HEL_CpG.txt,FG2-2_S4,HEL,CpG
FG2-2_S4_HEL_CHG.txt,FG2-2_S4,HEL,CHG
FG2-2_S4_HEL_CHH.txt,FG2-2_S4,HEL,CHH
FG2-2_S4_Rep_CpG.txt,FG2-2_S4,Rep,CpG
FG2-2_S4_Rep_CHG.txt,FG2-2_S4,Rep,CHG
FG2-2_S4_Rep_CHH.txt,FG2-2_S4,Rep,CHH
FG2-2_S4_Sat_CpG.txt,FG2-2_S4,Sat,CpG
FG2-2_S4_Sat_CHG.txt,FG2-2_S4,Sat,CHG
FG2-2_S4_Sat_CHH.txt,FG2-2_S4,Sat,CHH
FG3-1_S5_Gene_CpG.txt,FG3-1_S5,Gene,CpG
FG3-1_S5_Gene_CHG.txt,FG3-1_S5,Gene,CHG
FG3-1_S5_Gene_CHH.txt,FG3-1_S5,Gene,CHH
FG3-1_S5_Copia_CpG.txt,FG3-1_S5,Copia,CpG
FG3-1_S5_Copia_CHG.txt,FG3-1_S5,Copia,CHG
FG3-1_S5_Copia_CHH.txt,FG3-1_S5,Copia,CHH
FG3-1_S5_Gypsy_CpG.txt,FG3-1_S5,Gypsy,CpG
FG3-1_S5_Gypsy_CHG.txt,FG3-1_S5,Gypsy,CHG
FG3-1_S5_Gypsy_CHH.txt,FG3-1_S5,Gypsy,CHH
FG3-1_S5_TRIM_CpG.txt,FG3-1_S5,TRIM,CpG
FG3-1_S5_TRIM_CHG.txt,FG3-1_S5,TRIM,CHG
FG3-1_S5_TRIM_CHH.txt,FG3-1_S5,TRIM,CHH
FG3-1_S5_LTRun_CpG.txt,FG3-1_S5,LTRun,CpG
FG3-1_S5_LTRun_CHG.txt,FG3-1_S5,LTRun,CHG
FG3-1_S5_LTRun_CHH.txt,FG3-1_S5,LTRun,CHH
FG3-1_S5_CACTA_CpG.txt,FG3-1_S5,CACTA,CpG
FG3-1_S5_CACTA_CHG.txt,FG3-1_S5,CACTA,CHG
FG3-1_S5_CACTA_CHH.txt,FG3-1_S5,CACTA,CHH
FG3-1_S5_Mut_CpG.txt,FG3-1_S5,Mut,CpG
FG3-1_S5_Mut_CHG.txt,FG3-1_S5,Mut,CHG
FG3-1_S5_Mut_CHH.txt,FG3-1_S5,Mut,CHH
FG3-1_S5_PIF_CpG.txt,FG3-1_S5,PIF,CpG
FG3-1_S5_PIF_CHG.txt,FG3-1_S5,PIF,CHG
FG3-1_S5_PIF_CHH.txt,FG3-1_S5,PIF,CHH
FG3-1_S5_Tc1_CpG.txt,FG3-1_S5,Tc1,CpG
FG3-1_S5_Tc1_CHG.txt,FG3-1_S5,Tc1,CHG
FG3-1_S5_Tc1_CHH.txt,FG3-1_S5,Tc1,CHH
FG3-1_S5_hAT_CpG.txt,FG3-1_S5,hAT,CpG
FG3-1_S5_hAT_CHG.txt,FG3-1_S5,hAT,CHG
FG3-1_S5_hAT_CHH.txt,FG3-1_S5,hAT,CHH
FG3-1_S5_TIRun_CpG.txt,FG3-1_S5,TIRun,CpG
FG3-1_S5_TIRun_CHG.txt,FG3-1_S5,TIRun,CHG
FG3-1_S5_TIRun_CHH.txt,FG3-1_S5,TIRun,CHH
FG3-1_S5_Cen_CpG.txt,FG3-1_S5,Cen,CpG
FG3-1_S5_Cen_CHG.txt,FG3-1_S5,Cen,CHG
FG3-1_S5_Cen_CHH.txt,FG3-1_S5,Cen,CHH
FG3-1_S5_LINE_CpG.txt,FG3-1_S5,LINE,CpG
FG3-1_S5_LINE_CHG.txt,FG3-1_S5,LINE,CHG
FG3-1_S5_LINE_CHH.txt,FG3-1_S5,LINE,CHH
FG3-1_S5_SINE_CpG.txt,FG3-1_S5,SINE,CpG
FG3-1_S5_SINE_CHG.txt,FG3-1_S5,SINE,CHG
FG3-1_S5_SINE_CHH.txt,FG3-1_S5,SINE,CHH
FG3-1_S5_Nonun_CpG.txt,FG3-1_S5,Nonun,CpG
FG3-1_S5_Nonun_CHG.txt,FG3-1_S5,Nonun,CHG
FG3-1_S5_Nonun_CHH.txt,FG3-1_S5,Nonun,CHH
FG3-1_S5_HEL_CpG.txt,FG3-1_S5,HEL,CpG
FG3-1_S5_HEL_CHG.txt,FG3-1_S5,HEL,CHG
FG3-1_S5_HEL_CHH.txt,FG3-1_S5,HEL,CHH
FG3-1_S5_Rep_CpG.txt,FG3-1_S5,Rep,CpG
FG3-1_S5_Rep_CHG.txt,FG3-1_S5,Rep,CHG
FG3-1_S5_Rep_CHH.txt,FG3-1_S5,Rep,CHH
FG3-1_S5_Sat_CpG.txt,FG3-1_S5,Sat,CpG
FG3-1_S5_Sat_CHG.txt,FG3-1_S5,Sat,CHG
FG3-1_S5_Sat_CHH.txt,FG3-1_S5,Sat,CHH
FG3-2_S6_Gene_CpG.txt,FG3-2_S6,Gene,CpG
FG3-2_S6_Gene_CHG.txt,FG3-2_S6,Gene,CHG
FG3-2_S6_Gene_CHH.txt,FG3-2_S6,Gene,CHH
FG3-2_S6_Copia_CpG.txt,FG3-2_S6,Copia,CpG
FG3-2_S6_Copia_CHG.txt,FG3-2_S6,Copia,CHG
FG3-2_S6_Copia_CHH.txt,FG3-2_S6,Copia,CHH
FG3-2_S6_Gypsy_CpG.txt,FG3-2_S6,Gypsy,CpG
FG3-2_S6_Gypsy_CHG.txt,FG3-2_S6,Gypsy,CHG
FG3-2_S6_Gypsy_CHH.txt,FG3-2_S6,Gypsy,CHH
FG3-2_S6_TRIM_CpG.txt,FG3-2_S6,TRIM,CpG
FG3-2_S6_TRIM_CHG.txt,FG3-2_S6,TRIM,CHG
FG3-2_S6_TRIM_CHH.txt,FG3-2_S6,TRIM,CHH
FG3-2_S6_LTRun_CpG.txt,FG3-2_S6,LTRun,CpG
FG3-2_S6_LTRun_CHG.txt,FG3-2_S6,LTRun,CHG
FG3-2_S6_LTRun_CHH.txt,FG3-2_S6,LTRun,CHH
FG3-2_S6_CACTA_CpG.txt,FG3-2_S6,CACTA,CpG
FG3-2_S6_CACTA_CHG.txt,FG3-2_S6,CACTA,CHG
FG3-2_S6_CACTA_CHH.txt,FG3-2_S6,CACTA,CHH
FG3-2_S6_Mut_CpG.txt,FG3-2_S6,Mut,CpG
FG3-2_S6_Mut_CHG.txt,FG3-2_S6,Mut,CHG
FG3-2_S6_Mut_CHH.txt,FG3-2_S6,Mut,CHH
FG3-2_S6_PIF_CpG.txt,FG3-2_S6,PIF,CpG
FG3-2_S6_PIF_CHG.txt,FG3-2_S6,PIF,CHG
FG3-2_S6_PIF_CHH.txt,FG3-2_S6,PIF,CHH
FG3-2_S6_Tc1_CpG.txt,FG3-2_S6,Tc1,CpG
FG3-2_S6_Tc1_CHG.txt,FG3-2_S6,Tc1,CHG
FG3-2_S6_Tc1_CHH.txt,FG3-2_S6,Tc1,CHH
FG3-2_S6_hAT_CpG.txt,FG3-2_S6,hAT,CpG
FG3-2_S6_hAT_CHG.txt,FG3-2_S6,hAT,CHG
FG3-2_S6_hAT_CHH.txt,FG3-2_S6,hAT,CHH
FG3-2_S6_TIRun_CpG.txt,FG3-2_S6,TIRun,CpG
FG3-2_S6_TIRun_CHG.txt,FG3-2_S6,TIRun,CHG
FG3-2_S6_TIRun_CHH.txt,FG3-2_S6,TIRun,CHH
FG3-2_S6_Cen_CpG.txt,FG3-2_S6,Cen,CpG
FG3-2_S6_Cen_CHG.txt,FG3-2_S6,Cen,CHG
FG3-2_S6_Cen_CHH.txt,FG3-2_S6,Cen,CHH
FG3-2_S6_LINE_CpG.txt,FG3-2_S6,LINE,CpG
FG3-2_S6_LINE_CHG.txt,FG3-2_S6,LINE,CHG
FG3-2_S6_LINE_CHH.txt,FG3-2_S6,LINE,CHH
FG3-2_S6_SINE_CpG.txt,FG3-2_S6,SINE,CpG
FG3-2_S6_SINE_CHG.txt,FG3-2_S6,SINE,CHG
FG3-2_S6_SINE_CHH.txt,FG3-2_S6,SINE,CHH
FG3-2_S6_Nonun_CpG.txt,FG3-2_S6,Nonun,CpG
FG3-2_S6_Nonun_CHG.txt,FG3-2_S6,Nonun,CHG
FG3-2_S6_Nonun_CHH.txt,FG3-2_S6,Nonun,CHH
FG3-2_S6_HEL_CpG.txt,FG3-2_S6,HEL,CpG
FG3-2_S6_HEL_CHG.txt,FG3-2_S6,HEL,CHG
FG3-2_S6_HEL_CHH.txt,FG3-2_S6,HEL,CHH
FG3-2_S6_Rep_CpG.txt,FG3-2_S6,Rep,CpG
FG3-2_S6_Rep_CHG.txt,FG3-2_S6,Rep,CHG
FG3-2_S6_Rep_CHH.txt,FG3-2_S6,Rep,CHH
FG3-2_S6_Sat_CpG.txt,FG3-2_S6,Sat,CpG
FG3-2_S6_Sat_CHG.txt,FG3-2_S6,Sat,CHG
FG3-2_S6_Sat_CHH.txt,FG3-2_S6,Sat,CHH
FG4-1_S7_Gene_CpG.txt,FG4-1_S7,Gene,CpG
FG4-1_S7_Gene_CHG.txt,FG4-1_S7,Gene,CHG
FG4-1_S7_Gene_CHH.txt,FG4-1_S7,Gene,CHH
FG4-1_S7_Copia_CpG.txt,FG4-1_S7,Copia,CpG
FG4-1_S7_Copia_CHG.txt,FG4-1_S7,Copia,CHG
FG4-1_S7_Copia_CHH.txt,FG4-1_S7,Copia,CHH
FG4-1_S7_Gypsy_CpG.txt,FG4-1_S7,Gypsy,CpG
FG4-1_S7_Gypsy_CHG.txt,FG4-1_S7,Gypsy,CHG
FG4-1_S7_Gypsy_CHH.txt,FG4-1_S7,Gypsy,CHH
FG4-1_S7_TRIM_CpG.txt,FG4-1_S7,TRIM,CpG
FG4-1_S7_TRIM_CHG.txt,FG4-1_S7,TRIM,CHG
FG4-1_S7_TRIM_CHH.txt,FG4-1_S7,TRIM,CHH
FG4-1_S7_LTRun_CpG.txt,FG4-1_S7,LTRun,CpG
FG4-1_S7_LTRun_CHG.txt,FG4-1_S7,LTRun,CHG
FG4-1_S7_LTRun_CHH.txt,FG4-1_S7,LTRun,CHH
FG4-1_S7_CACTA_CpG.txt,FG4-1_S7,CACTA,CpG
FG4-1_S7_CACTA_CHG.txt,FG4-1_S7,CACTA,CHG
FG4-1_S7_CACTA_CHH.txt,FG4-1_S7,CACTA,CHH
FG4-1_S7_Mut_CpG.txt,FG4-1_S7,Mut,CpG
FG4-1_S7_Mut_CHG.txt,FG4-1_S7,Mut,CHG
FG4-1_S7_Mut_CHH.txt,FG4-1_S7,Mut,CHH
FG4-1_S7_PIF_CpG.txt,FG4-1_S7,PIF,CpG
FG4-1_S7_PIF_CHG.txt,FG4-1_S7,PIF,CHG
FG4-1_S7_PIF_CHH.txt,FG4-1_S7,PIF,CHH
FG4-1_S7_Tc1_CpG.txt,FG4-1_S7,Tc1,CpG
FG4-1_S7_Tc1_CHG.txt,FG4-1_S7,Tc1,CHG
FG4-1_S7_Tc1_CHH.txt,FG4-1_S7,Tc1,CHH
FG4-1_S7_hAT_CpG.txt,FG4-1_S7,hAT,CpG
FG4-1_S7_hAT_CHG.txt,FG4-1_S7,hAT,CHG
FG4-1_S7_hAT_CHH.txt,FG4-1_S7,hAT,CHH
FG4-1_S7_TIRun_CpG.txt,FG4-1_S7,TIRun,CpG
FG4-1_S7_TIRun_CHG.txt,FG4-1_S7,TIRun,CHG
FG4-1_S7_TIRun_CHH.txt,FG4-1_S7,TIRun,CHH
FG4-1_S7_Cen_CpG.txt,FG4-1_S7,Cen,CpG
FG4-1_S7_Cen_CHG.txt,FG4-1_S7,Cen,CHG
FG4-1_S7_Cen_CHH.txt,FG4-1_S7,Cen,CHH
FG4-1_S7_LINE_CpG.txt,FG4-1_S7,LINE,CpG
FG4-1_S7_LINE_CHG.txt,FG4-1_S7,LINE,CHG
FG4-1_S7_LINE_CHH.txt,FG4-1_S7,LINE,CHH
FG4-1_S7_SINE_CpG.txt,FG4-1_S7,SINE,CpG
FG4-1_S7_SINE_CHG.txt,FG4-1_S7,SINE,CHG
FG4-1_S7_SINE_CHH.txt,FG4-1_S7,SINE,CHH
FG4-1_S7_Nonun_CpG.txt,FG4-1_S7,Nonun,CpG
FG4-1_S7_Nonun_CHG.txt,FG4-1_S7,Nonun,CHG
